 INFO [2024-05-07 15:09:08,878] (%D:10) - **********************************************************************************************
 INFO [2024-05-07 15:12:44,296] (%D:22) - Text Entered into Email Address
 INFO [2024-05-07 15:12:44,389] (%D:22) - Clicked on Password
 INFO [2024-05-07 15:12:44,474] (%D:22) - Text Entered into password
 INFO [2024-05-07 15:12:44,563] (%D:22) - Clicked on Login
 INFO [2024-05-07 15:12:50,290] (%D:22) - User navigated to Homepage
 INFO [2024-05-07 15:12:50,528] (%D:22) - Clicked on Employees
 INFO [2024-05-07 15:12:50,817] (%D:22) - Clicked on Add New Employee
 INFO [2024-05-07 15:13:01,128] (%D:22) - Text Entered into First Name
 INFO [2024-05-07 15:13:01,280] (%D:22) - Text Entered into lastName
 INFO [2024-05-07 15:13:01,586] (%D:22) - Text Entered into Mobile Number
 INFO [2024-05-07 15:13:01,831] (%D:22) - Text Entered into Other Contact Number
 INFO [2024-05-07 15:13:02,085] (%D:22) - Text Entered into email Address
 INFO [2024-05-07 15:13:02,252] (%D:22) - Text Entered into job Title
 INFO [2024-05-07 15:13:05,902] (%D:22) - Clicked on Birthday Calendar Button
 INFO [2024-05-07 15:13:06,017] (%D:22) - Clicked on Birthday Calendar Arrow
 INFO [2024-05-07 15:13:06,117] (%D:22) - Clicked on Year
 INFO [2024-05-07 15:13:06,207] (%D:22) - Clicked on Month
 INFO [2024-05-07 15:13:06,288] (%D:22) - Clicked on Date
 INFO [2024-05-07 15:13:10,184] (%D:22) - Text Entered into Passport Number
 INFO [2024-05-07 15:13:13,386] (%D:22) - Clicked on Passport Calendar Button
 INFO [2024-05-07 15:13:13,509] (%D:22) - Clicked on Passport Calendar Arrow
 INFO [2024-05-07 15:13:13,624] (%D:22) - Clicked on Year
 INFO [2024-05-07 15:13:13,731] (%D:22) - Clicked on Month
 INFO [2024-05-07 15:13:13,836] (%D:22) - Clicked on Date
 INFO [2024-05-07 15:13:16,307] (%D:22) - Text Entered into SA ID
 INFO [2024-05-07 15:13:16,421] (%D:22) - Clicked on Employee Residential Details
 INFO [2024-05-07 15:13:16,538] (%D:22) - Clicked on Employee Residential Details
 INFO [2024-05-07 15:13:16,847] (%D:22) - Text Entered into Street1
 INFO [2024-05-07 15:13:17,129] (%D:22) - Text Entered into Street2
 INFO [2024-05-07 15:13:17,625] (%D:22) - Province is auto-populated
 INFO [2024-05-07 15:13:17,783] (%D:22) - Text Entered into Postal Code
 INFO [2024-05-07 15:13:38,394] (%D:30) - Element not available
 INFO [2024-05-07 15:13:38,612] (%D:17) - $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$---END---$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
 INFO [2024-05-07 15:13:38,612] (%D:18) -     
 INFO [2024-05-07 15:13:38,700] (%D:10) - **********************************************************************************************
 INFO [2024-05-07 15:13:38,701] (%D:11) - $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$Verify Add New Employee functionality as Employee      $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
 INFO [2024-05-07 15:13:38,701] (%D:12) - ***********************************************************************************************
 INFO [2024-05-07 15:13:49,154] (%D:22) - Clicked on Email Address
 INFO [2024-05-07 15:13:49,270] (%D:22) - Text Entered into Email Address
 INFO [2024-05-07 15:13:49,358] (%D:22) - Clicked on Password
 INFO [2024-05-07 15:13:49,440] (%D:22) - Text Entered into password
 INFO [2024-05-07 15:13:49,527] (%D:22) - Clicked on Login
 INFO [2024-05-07 15:13:54,720] (%D:22) - User navigated to Homepage
 INFO [2024-05-07 15:13:54,941] (%D:22) - Clicked on Employees
 INFO [2024-05-07 15:13:55,209] (%D:22) - Clicked on Add New Employee
 INFO [2024-05-07 15:14:05,467] (%D:22) - Text Entered into First Name
 INFO [2024-05-07 15:14:05,610] (%D:22) - Text Entered into lastName
 INFO [2024-05-07 15:14:05,820] (%D:22) - Text Entered into Mobile Number
 INFO [2024-05-07 15:14:05,947] (%D:22) - Text Entered into Other Contact Number
 INFO [2024-05-07 15:14:06,133] (%D:22) - Text Entered into email Address
 INFO [2024-05-07 15:14:06,263] (%D:22) - Text Entered into job Title
 INFO [2024-05-07 15:14:09,895] (%D:22) - Clicked on Birthday Calendar Button
 INFO [2024-05-07 15:14:10,015] (%D:22) - Clicked on Birthday Calendar Arrow
 INFO [2024-05-07 15:14:10,115] (%D:22) - Clicked on Year
 INFO [2024-05-07 15:14:10,201] (%D:22) - Clicked on Month
 INFO [2024-05-07 15:14:10,286] (%D:22) - Clicked on Date
 INFO [2024-05-07 15:14:13,571] (%D:22) - Text Entered into Passport Number
 INFO [2024-05-07 15:14:15,724] (%D:22) - Clicked on Passport Calendar Button
 INFO [2024-05-07 15:14:15,851] (%D:22) - Clicked on Passport Calendar Arrow
 INFO [2024-05-07 15:14:15,968] (%D:22) - Clicked on Year
 INFO [2024-05-07 15:14:16,096] (%D:22) - Clicked on Month
 INFO [2024-05-07 15:14:16,197] (%D:22) - Clicked on Date
 INFO [2024-05-07 15:14:18,684] (%D:22) - Text Entered into SA ID
 INFO [2024-05-07 15:14:21,760] (%D:22) - Clicked on Employee Residential Details
 INFO [2024-05-07 15:14:21,872] (%D:22) - Clicked on Employee Residential Details
 INFO [2024-05-07 15:14:22,140] (%D:22) - Text Entered into Street1
 INFO [2024-05-07 15:14:22,405] (%D:22) - Text Entered into Street2
 INFO [2024-05-07 15:14:22,892] (%D:22) - Province is auto-populated
 INFO [2024-05-07 15:14:23,034] (%D:22) - Text Entered into Postal Code
 INFO [2024-05-07 15:14:43,859] (%D:30) - Element not available
 INFO [2024-05-07 15:14:44,085] (%D:17) - $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$---END---$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
 INFO [2024-05-07 15:14:44,091] (%D:18) -     
 INFO [2024-05-07 15:15:57,802] (%D:10) - **********************************************************************************************
 INFO [2024-05-07 15:15:57,805] (%D:11) - $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$Verify Add New Employee functionality as Manager      $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
 INFO [2024-05-07 15:15:57,806] (%D:12) - ***********************************************************************************************
 INFO [2024-05-07 15:16:10,666] (%D:22) - Clicked on Email Address
 INFO [2024-05-07 15:16:10,782] (%D:22) - Text Entered into Email Address
 INFO [2024-05-07 15:16:10,879] (%D:22) - Clicked on Password
 INFO [2024-05-07 15:16:10,968] (%D:22) - Text Entered into password
 INFO [2024-05-07 15:16:11,063] (%D:22) - Clicked on Login
 INFO [2024-05-07 15:16:16,460] (%D:22) - User navigated to Homepage
 INFO [2024-05-07 15:16:16,708] (%D:22) - Clicked on Employees
 INFO [2024-05-07 15:16:17,750] (%D:22) - Clicked on Add New Employee
 INFO [2024-05-07 15:16:17,750] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:16:17,750] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:16:17,751] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:16:17,751] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:16:17,751] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:16:17,751] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:16:17,751] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:16:17,751] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:16:17,751] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:16:17,752] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:16:17,752] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:16:17,752] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:16:17,752] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:16:17,752] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:16:18,085] (%D:22) - Text Entered into First Name
 INFO [2024-05-07 15:16:18,308] (%D:22) - Text Entered into Last Name
 INFO [2024-05-07 15:16:18,518] (%D:22) - Text Entered into Mobile Number
 INFO [2024-05-07 15:16:18,749] (%D:22) - Text Entered into other Contact Number
 INFO [2024-05-07 15:16:18,935] (%D:22) - Text Entered into Email Address
 INFO [2024-05-07 15:16:19,098] (%D:22) - Text Entered into job Title
 INFO [2024-05-07 15:16:22,522] (%D:22) - Text Entered into Passport Number
 INFO [2024-05-07 15:16:22,957] (%D:22) - Text Entered into SA ID
 INFO [2024-05-07 15:16:23,088] (%D:22) - Clicked on Employee Residential Address Details
 INFO [2024-05-07 15:16:23,257] (%D:22) - Text Entered into Postal Code
 INFO [2024-05-07 15:16:23,697] (%D:22) - Text Entered into Postal Code
 INFO [2024-05-07 15:16:44,061] (%D:30) - Element not available
 INFO [2024-05-07 15:16:44,277] (%D:17) - $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$---END---$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
 INFO [2024-05-07 15:16:44,277] (%D:18) -     
 INFO [2024-05-07 15:16:44,397] (%D:10) - **********************************************************************************************
 INFO [2024-05-07 15:16:44,397] (%D:11) - $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$Verify Add New Employee functionality as Supervisor      $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
 INFO [2024-05-07 15:16:44,397] (%D:12) - ***********************************************************************************************
 INFO [2024-05-07 15:16:54,112] (%D:10) - **********************************************************************************************
 INFO [2024-05-07 15:16:54,115] (%D:11) - $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$Verify Add New Employee functionality as Manager      $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
 INFO [2024-05-07 15:16:54,115] (%D:12) - ***********************************************************************************************
 INFO [2024-05-07 15:17:05,159] (%D:22) - Clicked on Email Address
 INFO [2024-05-07 15:17:05,284] (%D:22) - Text Entered into Email Address
 INFO [2024-05-07 15:17:05,380] (%D:22) - Clicked on Password
 INFO [2024-05-07 15:17:05,461] (%D:22) - Text Entered into password
 INFO [2024-05-07 15:17:05,548] (%D:22) - Clicked on Login
 INFO [2024-05-07 15:17:11,864] (%D:22) - User navigated to Homepage
 INFO [2024-05-07 15:17:12,106] (%D:22) - Clicked on Employees
 INFO [2024-05-07 15:17:12,602] (%D:22) - Clicked on Add New Employee
 INFO [2024-05-07 15:17:12,602] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:17:12,603] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:17:12,603] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:17:12,604] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:17:12,605] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:17:12,605] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:17:12,605] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:17:12,606] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:17:12,606] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:17:12,607] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:17:12,607] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:17:12,608] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:17:12,608] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:17:12,609] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:17:13,007] (%D:22) - Text Entered into First Name
 INFO [2024-05-07 15:17:13,708] (%D:22) - Text Entered into Last Name
 INFO [2024-05-07 15:17:13,893] (%D:22) - Text Entered into Mobile Number
 INFO [2024-05-07 15:17:14,124] (%D:22) - Text Entered into other Contact Number
 INFO [2024-05-07 15:17:14,375] (%D:22) - Text Entered into Email Address
 INFO [2024-05-07 15:17:14,632] (%D:22) - Text Entered into job Title
 INFO [2024-05-07 15:17:18,148] (%D:22) - Text Entered into Passport Number
 INFO [2024-05-07 15:17:18,585] (%D:22) - Text Entered into SA ID
 INFO [2024-05-07 15:17:18,730] (%D:22) - Clicked on Employee Residential Address Details
 INFO [2024-05-07 15:17:18,880] (%D:22) - Text Entered into Postal Code
 INFO [2024-05-07 15:17:19,336] (%D:22) - Text Entered into Postal Code
 INFO [2024-05-07 15:17:39,643] (%D:30) - Element not available
 INFO [2024-05-07 15:17:39,856] (%D:17) - $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$---END---$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
 INFO [2024-05-07 15:17:39,856] (%D:18) -     
 INFO [2024-05-07 15:17:39,952] (%D:10) - **********************************************************************************************
 INFO [2024-05-07 15:17:39,952] (%D:11) - $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$Verify Add New Employee functionality as Supervisor      $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
 INFO [2024-05-07 15:17:39,952] (%D:12) - ***********************************************************************************************
 INFO [2024-05-07 15:17:51,008] (%D:22) - Clicked on Email Address
 INFO [2024-05-07 15:17:51,110] (%D:22) - Text Entered into Email Address
 INFO [2024-05-07 15:17:51,214] (%D:22) - Clicked on Password
 INFO [2024-05-07 15:17:51,290] (%D:22) - Text Entered into password
 INFO [2024-05-07 15:17:51,387] (%D:22) - Clicked on Login
 INFO [2024-05-07 15:17:57,132] (%D:22) - User navigated to Homepage
 INFO [2024-05-07 15:17:57,325] (%D:22) - Clicked on Employees
 INFO [2024-05-07 15:17:57,593] (%D:22) - Clicked on Add New Employee
 INFO [2024-05-07 15:18:07,897] (%D:22) - Text Entered into First Name
 INFO [2024-05-07 15:18:08,064] (%D:22) - Text Entered into lastName
 INFO [2024-05-07 15:18:08,307] (%D:22) - Text Entered into Mobile Number
 INFO [2024-05-07 15:18:08,449] (%D:22) - Text Entered into Other Contact Number
 INFO [2024-05-07 15:18:08,635] (%D:22) - Text Entered into email Address
 INFO [2024-05-07 15:18:08,780] (%D:22) - Text Entered into job Title
 INFO [2024-05-07 15:18:12,472] (%D:22) - Clicked on Birthday Calendar Button
 INFO [2024-05-07 15:18:12,608] (%D:22) - Clicked on Birthday Calendar Arrow
 INFO [2024-05-07 15:18:12,701] (%D:22) - Clicked on Year
 INFO [2024-05-07 15:18:12,786] (%D:22) - Clicked on Month
 INFO [2024-05-07 15:18:12,860] (%D:22) - Clicked on Date
 INFO [2024-05-07 15:18:16,188] (%D:22) - Text Entered into Passport Number
 INFO [2024-05-07 15:18:19,424] (%D:22) - Clicked on Passport Calendar Button
 INFO [2024-05-07 15:18:19,556] (%D:22) - Clicked on Passport Calendar Arrow
 INFO [2024-05-07 15:18:19,679] (%D:22) - Clicked on Year
 INFO [2024-05-07 15:18:19,805] (%D:22) - Clicked on Month
 INFO [2024-05-07 15:18:19,948] (%D:22) - Clicked on Date
 INFO [2024-05-07 15:18:22,384] (%D:22) - Text Entered into SA ID
 INFO [2024-05-07 15:18:22,472] (%D:22) - Clicked on Employee Residential Details
 INFO [2024-05-07 15:18:22,577] (%D:22) - Clicked on Employee Residential Details
 INFO [2024-05-07 15:18:22,916] (%D:22) - Text Entered into Street1
 INFO [2024-05-07 15:18:23,180] (%D:22) - Text Entered into Street2
 INFO [2024-05-07 15:18:23,651] (%D:22) - Province is auto-populated
 INFO [2024-05-07 15:18:23,792] (%D:22) - Text Entered into Postal Code
 INFO [2024-05-07 15:18:24,337] (%D:22) - Clicked on Postal Address Details
 INFO [2024-05-07 15:18:24,773] (%D:22) - Text Entered into Street1
 INFO [2024-05-07 15:18:25,034] (%D:22) - Text Entered into Street2
 INFO [2024-05-07 15:18:25,491] (%D:22) - Province is auto-populated
 INFO [2024-05-07 15:18:25,644] (%D:22) - Text Entered into Postal Code
 INFO [2024-05-07 15:18:46,337] (%D:30) - Element not available
 INFO [2024-05-07 15:18:46,537] (%D:17) - $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$---END---$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
 INFO [2024-05-07 15:18:46,537] (%D:18) -     
 INFO [2024-05-07 15:18:46,588] (%D:10) - **********************************************************************************************
 INFO [2024-05-07 15:18:46,588] (%D:11) - $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$Verify Add New Employee functionality as Employee      $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
 INFO [2024-05-07 15:18:46,589] (%D:12) - ***********************************************************************************************
 INFO [2024-05-07 15:25:32,961] (%D:10) - **********************************************************************************************
 INFO [2024-05-07 15:25:32,961] (%D:11) - $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$Verify Add New Employee functionality as Manager      $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
 INFO [2024-05-07 15:25:32,961] (%D:12) - ***********************************************************************************************
 INFO [2024-05-07 15:25:46,448] (%D:22) - Clicked on Email Address
 INFO [2024-05-07 15:25:46,563] (%D:22) - Text Entered into Email Address
 INFO [2024-05-07 15:25:46,659] (%D:22) - Clicked on Password
 INFO [2024-05-07 15:25:46,744] (%D:22) - Text Entered into password
 INFO [2024-05-07 15:25:46,831] (%D:22) - Clicked on Login
 INFO [2024-05-07 15:25:52,128] (%D:22) - User navigated to Homepage
 INFO [2024-05-07 15:25:52,406] (%D:22) - Clicked on Employees
 INFO [2024-05-07 15:25:52,929] (%D:22) - Clicked on Add New Employee
 INFO [2024-05-07 15:25:52,930] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:25:52,930] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:25:52,930] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:25:52,930] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:25:52,930] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:25:52,930] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:25:52,931] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:25:52,931] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:25:52,931] (%D:22) - Generated Alphanumeric values
 INFO [2024-05-07 15:25:52,931] (%D:22) - Generated Alphanumeric values
